id,number_of_reviews,last_review,reviews_per_month,review_rate_number
54653415,9,3/03/2019,0.82,5
54653967,3,1/06/2019,0.27,4
54654520,43,12/30/2018,3.72,2
54655072,5,4/22/2019,0.47,2
54655624,6,6/12/2019,0.51,5
54656176,13,6/23/2019,1.26,4
54656729,5,3/31/2019,0.46,5
54657281,13,6/29/2019,1.34,4
54657833,36,7/01/2019,3.23,3
54658386,8,1/28/2019,0.81,4
54658938,44,7/02/2019,4,4
54659490,20,6/09/2019,1.88,3
54660043,11,7/02/2019,4.78,2
54660595,0,,,2
54661147,0,,,4
54661699,2,1/01/2019,0.18,5
54662252,3,10/05/2018,0.28,4
54662804,4,9/28/2018,0.37,2
54663356,36,7/07/2019,3.26,5
54663909,0,,,4
54664461,6,5/27/2019,0.55,3
54665013,19,12/03/2018,1.71,4
54665566,0,,,5
54666118,0,,,3
54666670,0,,,5
54667222,41,6/29/2019,3.69,3
54667775,0,,,4
54668327,0,,,3
54668879,3,5/30/2019,0.63,2
54669432,11,6/02/2019,1.04,3
54669984,2,1/01/2019,0.18,2
54670536,27,6/12/2019,2.41,2
54671089,5,7/02/2019,3,2
54671641,2,8/27/2018,0.17,3
54672193,17,6/17/2019,2.34,5
54672745,1,8/15/2018,0.09,4
54673298,2,12/23/2018,0.23,5
54673850,10,6/30/2019,0.91,3
54674402,5,5/22/2019,0.48,4
54674955,16,6/14/2019,1.42,5
54675507,1,1/02/2019,0.16,4
54676059,11,7/07/2019,2.29,2
54676612,54,7/01/2019,4.82,5
54677164,27,6/07/2019,2.39,4
54677716,1,3/18/2019,0.27,4
54678268,1,6/14/2019,1,4
54678821,1,7/29/2018,0.09,2
54679373,44,6/24/2019,4.11,2
54679925,24,6/20/2019,2.06,2
54680478,11,11/26/2018,0.96,5
54681030,2,9/16/2018,0.2,5
54681582,2,8/31/2018,0.17,2
54682135,6,7/07/2019,0.57,5
54682687,6,6/30/2019,0.55,5
54683239,16,6/25/2019,1.72,5
54683791,17,7/01/2019,1.54,2
54684344,19,4/10/2019,1.67,4
54684896,0,,,4
54685448,1,4/05/2019,0.31,2
54686001,26,6/18/2019,2.5,3
54686553,58,7/07/2019,5.67,4
54687105,28,6/09/2019,2.43,3
54687658,30,5/24/2019,2.71,2
54688210,22,5/27/2019,2.06,2
54688762,21,6/13/2019,2.09,4
54689314,0,,,5
54689867,1,8/24/2018,0.09,4
54690419,2,5/24/2019,0.27,5
54690971,14,1/25/2019,1.25,4
54691524,5,6/27/2019,0.45,3
54692076,1,8/12/2018,0.09,4
54692628,21,6/08/2019,2.96,4
54693181,1,10/18/2018,0.11,3
54693733,10,4/26/2019,0.86,2
54694285,5,11/15/2018,0.48,2
54694837,1,12/04/2018,0.14,5
54695390,10,6/27/2019,1.21,3
54695942,1,8/14/2018,0.09,5
54696494,1,7/29/2018,0.09,5
54697047,1,11/19/2018,0.13,2
54697599,42,6/21/2019,3.8,3
54698151,1,11/04/2018,0.12,3
54698704,1,5/01/2019,0.43,5
54699256,20,6/30/2019,1.74,5
54699808,12,1/04/2019,1.19,2
54700360,29,7/06/2019,2.58,2
54700913,25,7/05/2019,2.26,2
54701465,0,,,3
54702017,0,,,4
54702570,0,,,4
54703122,0,,,2
54703674,0,,,2
54704227,0,,,4
54704779,6,6/01/2019,0.61,3
54705331,0,,,4
54705883,0,,,2
54706436,0,,,2
54706988,0,,,5
54707540,27,7/01/2019,2.47,5
54708093,1,4/26/2019,0.41,2
54708645,20,6/10/2019,1.9,5
54709197,0,,,2
54709750,42,6/30/2019,4.08,4
54710302,48,7/02/2019,4.21,2
54710854,21,6/15/2019,2.04,4
54711406,1,8/31/2018,0.1,5
54711959,7,6/29/2019,0.61,4
54712511,47,6/27/2019,4.18,5
54713063,5,10/28/2018,0.55,4
54713616,0,,,2
54714168,25,6/14/2019,2.52,4
54714720,7,5/31/2019,0.69,3
54715273,1,10/09/2018,0.11,5
54715825,17,6/24/2019,1.65,2
54716377,18,6/04/2019,1.6,4
54716929,42,7/07/2019,3.73,3
54717482,16,6/09/2019,1.41,5
54718034,12,7/05/2019,1.07,2
54718586,2,2/09/2019,0.31,3
54719139,38,6/30/2019,3.34,2
54719691,12,5/21/2019,1.04,5
54720243,65,6/24/2019,6.13,5
54720796,53,7/05/2019,4.68,4
54721348,8,5/19/2019,1.21,3
54721900,3,3/03/2019,0.5,5
54722452,1,3/31/2019,0.3,5
54723005,4,5/19/2019,0.82,5
54723557,5,4/29/2019,0.48,5
54724109,3,5/20/2019,0.46,4
54724662,8,6/16/2019,1.18,4
54725214,19,6/11/2019,2.45,5
54725766,5,5/31/2019,0.74,2
54726319,2,5/20/2019,0.42,5
54726871,1,2/17/2019,0.21,2
54727423,8,6/02/2019,1.02,5
54727975,1,2/18/2019,0.21,4
54728528,0,,,2
54729080,4,5/28/2019,0.36,3
54729632,2,6/07/2019,0.4,2
54730185,5,5/27/2019,1.17,4
54730737,9,2/24/2019,1.09,2
54731289,7,5/31/2019,1.27,2
54731842,3,12/12/2018,0.33,2
54732394,3,6/10/2019,0.44,3
54732946,2,5/23/2019,0.71,5
54733498,39,7/04/2019,3.38,2
54734051,13,5/27/2019,1.13,3
54734603,29,6/30/2019,2.54,4
54735155,28,6/30/2019,2.61,3
54735708,41,7/07/2019,3.66,2
54736260,3,9/03/2018,0.27,2
54736812,24,6/21/2019,2.22,2
54737365,3,6/14/2019,0.3,3
54737917,32,7/05/2019,2.83,4
54738469,27,6/30/2019,2.34,4
54739021,14,6/09/2019,1.48,3
54739574,0,,,3
54740126,0,,,4
54740678,0,,,5
54741231,3,8/27/2018,0.27,4
54741783,0,,,5
54742335,22,2/17/2019,1.9,3
54742888,8,5/21/2019,0.71,2
54743440,3,8/05/2018,0.26,5
54743992,25,7/01/2019,2.37,4
54744544,18,5/21/2019,1.61,5
54745097,23,7/01/2019,2.18,2
54745649,17,6/02/2019,1.53,5
54746201,22,7/07/2019,1.94,3
54746754,9,10/15/2018,0.81,2
54747306,5,6/03/2019,0.79,3
54747858,35,6/28/2019,3.37,3
54748411,44,6/30/2019,3.91,2
54748963,4,3/30/2019,0.37,4
54749515,2,2/24/2019,0.44,3
54750067,4,1/02/2019,0.36,4
54750620,0,,,5
54751172,0,,,4
54751724,9,7/06/2019,0.97,3
54752277,0,,,4
54752829,3,10/14/2018,0.29,4
54753381,0,,,4
54753934,7,10/05/2018,0.63,5
54754486,69,5/31/2019,6.22,2
54755038,63,6/23/2019,5.71,4
54755590,82,6/21/2019,7.34,4
54756143,0,,,5
54756695,79,6/24/2019,6.99,4
54757247,0,,,4
54757800,25,6/12/2019,2.29,3
54758352,2,6/30/2019,2,2
54758904,0,,,2
54759457,0,,,4
54760009,21,6/13/2019,1.95,5
54760561,14,5/20/2019,1.24,4
54761113,0,,,5
54761666,1,12/14/2018,0.14,4
54762218,1,5/29/2019,0.71,3
54762770,1,11/30/2018,0.14,3
54763323,1,5/15/2019,0.54,2
54763875,1,6/01/2019,0.77,2
54764427,0,,,3
54764980,4,1/02/2019,0.36,2
54765532,6,8/27/2018,0.53,3
54766084,21,6/23/2019,1.86,3
54766636,5,12/26/2018,0.46,5
54767189,18,1/09/2019,1.66,5
54767741,28,6/08/2019,2.96,3
54768293,28,7/05/2019,2.52,3
54768846,0,,,3
54769398,7,5/17/2019,0.66,3
54769950,1,1/13/2019,0.17,3
54770503,25,6/29/2019,2.17,5
54771055,38,6/27/2019,3.36,4
54771607,7,7/01/2019,0.75,2
54772159,0,,,5
54772712,0,,,4
54773264,0,,,4
54773816,0,,,5
54774369,0,,,2
54774921,1,8/25/2018,0.09,2
54775473,1,8/13/2018,0.09,3
54776026,3,11/25/2018,0.31,2
54776578,20,6/23/2019,1.94,2
54777130,8,4/28/2019,0.7,2
54777682,25,6/18/2019,2.43,4
54778235,0,,,5
54778787,0,,,4
54779339,42,7/05/2019,3.82,4
54779892,18,6/11/2019,1.65,3
54780444,1,9/18/2018,0.1,2
54780996,33,7/07/2019,2.87,2
54781549,86,6/30/2019,7.7,5
54782101,2,8/20/2018,0.18,5
54782653,1,1/01/2019,0.16,4
54783205,30,7/07/2019,2.66,4
54783758,25,6/26/2019,2.43,3
54784310,0,,,4
54784862,0,,,5
54785415,22,6/29/2019,2.33,5
54785967,2,6/02/2019,0.18,5
54786519,2,4/14/2019,0.45,3
54787072,79,6/24/2019,7.18,5
54787624,32,6/26/2019,2.89,2
54788176,6,3/31/2019,0.53,4
54788728,1,6/20/2019,1,3
54789281,4,5/24/2019,0.56,5
54789833,4,12/15/2018,0.44,3
54790385,3,10/11/2018,0.3,2
54790938,8,1/02/2019,0.77,4
54791490,14,6/30/2019,1.24,4
54792042,16,6/23/2019,1.46,3
54792595,40,6/29/2019,3.79,5
54793147,24,6/20/2019,2.48,4
54793699,5,2/14/2019,0.5,4
54794251,0,,,3
54794804,3,4/02/2019,0.27,3
54795356,32,6/25/2019,2.97,2
54795908,18,6/25/2019,1.86,5
54796461,0,,,3
54797013,0,,,3
54797565,35,7/01/2019,3.13,4
54798118,24,7/01/2019,3.27,5
54798670,15,6/30/2019,1.49,3
54799222,23,6/16/2019,2.04,3
54799774,0,,,5
54800327,4,12/10/2018,0.38,2
54800879,27,6/30/2019,2.45,3
54801431,52,7/05/2019,5.2,4
54801984,30,6/11/2019,2.77,5
54802536,18,6/04/2019,1.65,5
54803088,16,6/23/2019,1.42,4
54803641,24,6/29/2019,2.11,3
54804193,39,7/02/2019,3.42,5
54804745,12,7/06/2019,1.09,3
54805297,37,6/03/2019,3.31,5
54805850,27,6/23/2019,2.45,5
54806402,2,8/27/2018,0.18,4
54806954,0,,,3
54807507,0,,,3
54808059,38,6/23/2019,3.52,3
54808611,0,,,2
54809164,2,1/02/2019,0.25,3
54809716,0,,,4
54810268,4,10/15/2018,0.39,2
54810820,3,1/01/2019,0.32,3
54811373,7,5/24/2019,0.64,2
54811925,1,11/04/2018,0.12,4
54812477,23,7/02/2019,2.09,5
54813030,23,6/28/2019,2.2,2
54813582,14,5/01/2019,1.26,2
54814134,57,6/10/2019,5.06,4
54814687,22,7/07/2019,2.18,3
54815239,18,5/31/2019,1.62,2
54815791,0,,,3
54816343,0,,,4
54816896,0,,,2
54817448,0,,,2
54818000,0,,,5
54818553,3,3/09/2019,0.37,5
54819105,0,,,2
54819657,2,4/16/2019,0.29,5
54820210,0,,,3
54820762,5,5/15/2019,0.74,5
54821314,38,7/07/2019,3.76,3
54821866,0,,,2
54822419,12,5/26/2019,1.09,5
54822971,7,6/16/2019,0.62,3
54823523,1,6/09/2019,1,3
54824076,0,,,3
54824628,19,6/22/2019,1.69,2
54825180,27,6/25/2019,2.57,4
54825733,41,6/16/2019,4.17,5
54826285,2,12/30/2018,0.18,4
54826837,1,9/11/2018,0.1,2
54827389,2,9/09/2018,0.2,2
54827942,0,,,2
54828494,0,,,2
54829046,0,,,2
54829599,0,,,2
54830151,0,,,5
54830703,0,,,3
54831256,0,,,3
54831808,0,,,4
54832360,0,,,4
54832912,12,7/01/2019,1.08,5
54833465,0,,,3
54834017,12,7/02/2019,1.08,4
54834569,0,,,5
54835122,7,8/31/2018,0.61,3
54835674,0,,,5
54836226,6,6/25/2019,0.55,3
54836779,0,,,2
54837331,0,,,5
54837883,0,,,4
54838435,0,,,3
54838988,0,,,5
54839540,0,,,4
54840092,0,,,4
54840645,15,10/03/2018,1.36,4
54841197,32,6/17/2019,2.85,2
54841749,10,6/15/2019,0.91,3
54842302,24,6/18/2019,2.22,3
54842854,30,6/21/2019,2.69,4
54843406,4,9/28/2018,0.37,2
54843958,3,8/23/2018,0.28,2
54844511,25,7/07/2019,2.53,5
54845063,0,,,4
54845615,2,1/01/2019,0.22,4
54846168,10,11/25/2018,0.97,2
54846720,39,6/25/2019,3.45,5
54847272,4,9/21/2018,0.36,4
54847825,0,,,4
54848377,1,8/05/2018,0.09,3
54848929,1,8/26/2018,0.09,3
54849481,1,8/01/2018,0.09,3
54850034,6,3/24/2019,0.77,4
54850586,30,6/18/2019,2.88,4
54851138,1,7/01/2019,1,3
54851691,18,2/10/2019,1.59,4
54852243,10,7/05/2019,4.48,4
54852795,8,5/25/2019,0.75,4
54853348,38,6/25/2019,3.4,3
54853900,12,6/26/2019,1.16,5
54854452,0,,,2
54855004,0,,,3
54855557,2,4/21/2019,0.32,2
54856109,2,5/06/2019,0.79,2
54856661,12,6/12/2019,1.07,4
54857214,2,3/29/2019,0.2,2
54857766,10,4/22/2019,0.9,4
54858318,46,7/03/2019,4.19,4
54858871,0,,,3
54859423,39,7/07/2019,3.45,3
54859975,3,9/01/2018,0.28,4
54860527,0,,,5
54861080,47,7/04/2019,4.26,5
54861632,13,6/23/2019,1.23,3
54862184,2,12/29/2018,0.24,2
54862737,2,5/09/2019,0.65,2
54863289,11,6/26/2019,1.17,5
54863841,34,7/02/2019,3.12,2
54864394,2,4/27/2019,0.58,4
54864946,7,7/01/2019,2.44,5
54865498,49,6/28/2019,5.88,2
54866050,6,6/04/2019,0.54,4
54866603,5,10/25/2018,0.47,5
54867155,3,6/29/2019,0.27,3
54867707,2,5/28/2019,0.25,4
54868260,3,8/31/2018,0.28,3
54868812,1,9/12/2018,0.1,3
54869364,36,6/09/2019,3.4,2
54869917,1,8/27/2018,0.09,3
54870469,15,6/22/2019,1.4,3
54871021,0,,,2
54871573,0,,,3
54872126,9,5/08/2019,0.81,4
54872678,25,7/02/2019,2.25,5
54873230,12,6/19/2019,1.06,4
54873783,2,12/14/2018,0.27,5
54874335,2,10/25/2018,0.22,3
54874887,14,7/01/2019,1.43,3
54875440,63,7/05/2019,6.1,4
54875992,0,,,2
54876544,0,,,2
54877096,59,6/19/2019,5.46,4
54877649,0,,,3
54878201,2,12/24/2018,0.25,2
54878753,23,7/05/2019,2.31,5
54879306,23,6/10/2019,2.1,2
54879858,31,6/30/2019,3.75,4
54880410,8,6/30/2019,0.73,2
54880963,2,10/07/2018,0.19,2
54881515,5,4/01/2019,0.6,3
54882067,9,1/05/2019,0.87,2
54882619,19,6/22/2019,2,2
54883172,1,8/27/2018,0.09,4
54883724,6,4/11/2019,0.54,2
54884276,4,5/09/2019,0.47,3
54884829,21,5/21/2019,2.03,2
54885381,9,11/29/2018,0.88,2
54885933,26,7/06/2019,2.34,3
54886486,2,9/03/2018,0.18,2
54887038,2,3/01/2019,0.32,2
54887590,0,,,2
54888142,7,5/17/2019,0.63,2
54888695,14,4/09/2019,1.3,5
54889247,0,,,2
54889799,43,6/23/2019,4.08,2
54890352,3,2/17/2019,0.28,2
54890904,62,7/07/2019,6,2
54891456,4,6/30/2019,1.82,3
54892009,2,1/03/2019,0.18,2
54892561,13,8/31/2018,1.15,4
54893113,6,4/15/2019,0.62,4
54893665,3,9/10/2018,0.29,4
54894218,1,12/01/2018,0.14,5
54894770,8,4/21/2019,0.73,4
54895322,10,6/23/2019,0.92,3
54895875,1,9/29/2018,0.11,3
54896427,16,6/30/2019,1.42,2
54896979,24,6/21/2019,2.38,4
54897532,6,5/19/2019,0.56,5
54898084,8,1/02/2019,0.71,2
54898636,41,7/07/2019,3.7,3
54899188,39,6/23/2019,4.5,3
54899741,8,6/30/2019,0.77,2
54900293,8,4/01/2019,0.76,4
54900845,63,7/07/2019,5.61,5
54901398,15,6/29/2019,1.42,4
54901950,0,,,5
54902502,1,11/14/2018,0.13,5
54903055,37,6/16/2019,3.34,4
54903607,21,6/30/2019,1.87,2
54904159,1,8/12/2018,0.09,4
54904711,11,12/29/2018,1.02,3
54905264,71,7/04/2019,6.51,2
54905816,1,9/08/2018,0.1,2
54906368,2,9/01/2018,0.18,2
54906921,1,8/08/2018,0.09,5
54907473,1,8/20/2018,0.09,3
54908025,15,7/07/2019,1.33,4
54908578,12,5/10/2019,1.24,3
54909130,0,,,3
54909682,4,8/15/2018,0.36,3
54910234,0,,,2
54910787,1,8/14/2018,0.09,3
54911339,1,11/25/2018,0.13,3
54911891,2,5/16/2019,0.21,2
54912444,13,6/14/2019,1.2,3
54912996,8,3/30/2019,0.71,2
54913548,30,3/04/2019,2.78,2
54914101,0,,,4
54914653,8,6/10/2019,1.53,4
54915205,8,1/01/2019,0.73,4
54915757,5,4/21/2019,0.53,5
54916310,0,,,2
54916862,6,10/24/2018,0.55,2
54917414,0,,,2
54917967,25,6/26/2019,2.42,3
54918519,34,7/05/2019,3.37,3
54919071,6,5/19/2019,0.53,4
54919624,2,1/01/2019,0.18,2
54920176,0,,,5
54920728,5,6/19/2019,0.55,5
54921280,5,10/31/2018,0.52,5
54921833,53,7/01/2019,5.28,4
54922385,20,6/26/2019,1.81,5
54922937,62,7/01/2019,5.67,4
54923490,2,12/03/2018,0.22,4
54924042,1,10/07/2018,0.11,2
54924594,0,,,5
54925147,28,7/06/2019,2.6,5
54925699,0,,,3
54926251,18,1/01/2019,1.74,2
54926803,1,10/01/2018,0.11,2
54927356,0,,,2
54927908,2,10/07/2018,0.18,2
54928460,17,6/23/2019,1.62,3
54929013,1,6/09/2019,1,5
54929565,0,,,2
54930117,0,,,3
54930670,4,2/18/2019,0.36,3
54931222,54,7/02/2019,5.26,3
54931774,26,6/15/2019,2.43,2
54932326,33,7/05/2019,2.97,4
54932879,44,7/01/2019,4.06,2
54933431,44,6/30/2019,4.05,3
54933983,8,3/31/2019,0.81,3
54934536,12,3/23/2019,1.16,4
54935088,9,3/23/2019,0.82,4
54935640,11,3/03/2019,1.09,2
54936193,5,3/31/2019,0.46,4
54936745,49,5/27/2019,4.85,4
54937297,39,7/07/2019,3.49,3
54937849,58,7/02/2019,5.21,4
54938402,10,6/06/2019,0.99,2
54938954,22,5/30/2019,1.99,3
54939506,7,5/29/2019,0.84,4
54940059,1,6/09/2019,1,2
54940611,38,7/02/2019,3.65,5
54941163,34,7/03/2019,4.43,2
54941716,32,6/20/2019,2.96,5
54942268,16,6/26/2019,1.68,4
54942820,0,,,2
54943372,5,6/10/2019,0.46,4
54943925,38,4/28/2019,3.43,4
54944477,5,9/06/2018,0.45,2
54945029,18,6/16/2019,1.64,3
54945582,6,10/08/2018,0.55,2
54946134,24,7/01/2019,2.28,3
54946686,39,6/28/2019,3.77,5
54947239,4,5/31/2019,0.36,5
54947791,22,7/01/2019,2.1,4
54948343,9,4/24/2019,0.82,4
54948895,5,6/02/2019,0.46,2
54949448,1,5/25/2019,0.65,2
54950000,0,,,2
54950552,1,2/15/2019,0.21,3
54951105,2,5/26/2019,0.33,4
54951657,1,3/01/2019,0.23,5
54952209,32,6/24/2019,3.02,2
54952762,0,,,5
54953314,2,5/17/2019,0.32,2
54953866,7,7/07/2019,0.82,3
54954418,54,6/30/2019,4.98,4
54954971,1,10/15/2018,0.11,4
54955523,56,6/23/2019,5.27,2
54956075,12,6/10/2019,1.17,3
54956628,18,5/23/2019,1.61,5
54957180,2,9/16/2018,0.19,3
54957732,0,,,4
54958285,7,10/22/2018,0.63,2
54958837,10,6/11/2019,1.02,4
54959389,0,,,3
54959941,3,9/13/2018,0.27,5
54960494,4,1/05/2019,0.37,5
54961046,29,6/18/2019,3.19,5
54961598,5,5/15/2019,0.56,4
54962151,5,11/03/2018,0.48,5
54962703,5,10/13/2018,0.47,3
54963255,8,7/07/2019,0.76,2
54963808,1,9/29/2018,0.11,2
54964360,24,7/06/2019,2.39,5
54964912,33,6/28/2019,3.2,5
54965464,1,10/13/2018,0.11,5
54966017,18,7/02/2019,1.73,3
54966569,3,6/18/2019,0.32,3
54967121,9,6/30/2019,0.89,4
54967674,4,4/29/2019,0.44,4
54968226,12,2/04/2019,1.28,3
54968778,1,9/21/2018,0.1,5
54969331,2,9/08/2018,0.19,5
54969883,1,11/04/2018,0.12,4
54970435,13,5/02/2019,1.19,2
54970987,0,,,2
54971540,27,6/28/2019,2.53,2
54972092,1,9/11/2018,0.1,4
54972644,8,5/11/2019,0.74,3
54973197,7,4/01/2019,0.74,5
54973749,1,11/04/2018,0.12,4
54974301,4,4/03/2019,0.41,2
54974854,0,,,4
54975406,3,3/15/2019,0.28,3
54975958,53,6/23/2019,4.86,3
54976510,8,10/13/2018,0.75,5
54977063,64,7/03/2019,5.87,3
54977615,1,1/02/2019,0.16,3
54978167,3,12/30/2018,0.31,3
54978720,21,6/30/2019,1.94,2
54979272,59,7/01/2019,5.5,2
54979824,0,,,4
54980377,2,4/26/2019,0.21,4
54980929,13,7/02/2019,1.32,5
54981481,4,2/06/2019,0.39,5
54982033,14,6/12/2019,1.37,3
54982586,5,11/04/2018,0.48,4
54983138,2,5/06/2019,0.23,5
54983690,8,6/11/2019,0.79,2
54984243,0,,,2
54984795,9,5/05/2019,0.82,2
54985347,6,1/10/2019,0.54,4
54985900,35,4/20/2019,3.3,4
54986452,11,6/09/2019,1.05,2
54987004,10,4/11/2019,0.92,4
54987556,1,12/02/2018,0.14,4
54988109,0,,,2
54988661,3,9/23/2018,0.28,3
54989213,26,5/26/2019,2.36,4
54989766,0,,,5
54990318,6,6/23/2019,0.58,4
54990870,10,5/05/2019,0.97,2
54991423,65,7/06/2019,6.11,3
54991975,42,6/13/2019,4,3
54992527,34,5/27/2019,3.29,3
54993079,8,6/13/2019,0.79,5
54993632,0,,,3
54994184,0,,,4
54994736,0,,,5
54995289,2,10/23/2018,0.19,4
54995841,16,6/19/2019,1.51,3
54996393,55,7/02/2019,5.11,2
54996946,14,5/29/2019,1.28,5
54997498,1,8/10/2018,0.09,4
54998050,59,6/24/2019,5.82,2
54998602,12,6/23/2019,1.25,4
54999155,21,5/19/2019,1.9,2
54999707,8,1/02/2019,0.77,5
55000259,2,4/03/2019,0.32,5
55000812,20,5/23/2019,1.92,2
55001364,22,6/16/2019,1.98,5
55001916,7,6/24/2019,0.69,2
55002469,3,8/21/2018,0.27,2
55003021,22,6/28/2019,2.1,3
55003573,2,12/04/2018,0.25,3
55004125,5,12/27/2018,0.52,5
55004678,0,,,4
55005230,1,11/25/2018,0.13,3
55005782,0,,,4
55006335,7,5/27/2019,0.65,4
55006887,9,6/02/2019,0.83,5
55007439,5,5/27/2019,0.52,2
55007992,0,,,2
55008544,5,5/04/2019,0.63,4
55009096,10,6/08/2019,0.94,2
55009648,0,,,3
55010201,26,6/18/2019,2.39,5
55010753,11,5/31/2019,1.05,3
55011305,1,12/04/2018,0.14,5
55011858,9,6/22/2019,1.04,2
55012410,19,6/02/2019,1.76,2
55012962,0,,,4
55013515,33,6/25/2019,3.14,3
55014067,6,4/01/2019,0.58,2
55014619,14,5/28/2019,1.28,4
55015171,97,7/08/2019,8.87,2
55015724,0,,,4
55016276,0,,,2
55016828,37,4/22/2019,3.58,4
55017381,49,6/29/2019,4.55,4
55017933,21,6/21/2019,1.91,3
55018485,41,6/16/2019,3.73,2
55019038,27,6/23/2019,2.47,2
55019590,27,6/11/2019,2.46,4
55020142,3,6/23/2019,0.28,5
55020694,2,6/23/2019,1.58,2
55021247,25,6/24/2019,2.31,2
55021799,24,6/24/2019,2.32,2
55022351,0,,,3
55022904,5,5/30/2019,1.17,3
55023456,13,5/20/2019,1.23,3
55024008,5,9/21/2018,0.46,4
55024561,1,9/13/2018,0.1,5
55025113,31,6/21/2019,3.24,5
55025665,10,4/07/2019,0.91,3
55026217,5,1/02/2019,0.48,2
55026770,1,10/06/2018,0.11,2
55027322,6,12/29/2018,0.55,5
55027874,39,7/02/2019,3.79,3
55028427,0,,,3
55028979,6,1/23/2019,0.57,4
55029531,1,8/25/2018,0.09,5
55030084,24,6/23/2019,2.91,2
55030636,17,5/26/2019,1.65,4
55031188,25,6/29/2019,2.31,4
55031740,47,7/07/2019,4.31,5
55032293,2,1/02/2019,0.21,3
55032845,1,5/24/2019,0.65,4
55033397,0,,,4
55033950,8,6/25/2019,0.83,5
55034502,25,7/01/2019,2.35,4
55035054,36,7/02/2019,3.34,5
55035607,1,12/21/2018,0.15,5
55036159,8,7/02/2019,0.74,4
55036711,31,6/14/2019,2.81,3
55037263,12,6/05/2019,1.11,3
55037816,13,5/29/2019,1.26,4
55038368,6,1/01/2019,0.61,4
55038920,2,3/30/2019,0.52,2
55039473,11,5/27/2019,1.04,3
55040025,33,6/16/2019,3.07,5
55040577,57,6/28/2019,5.52,4
55041130,65,7/05/2019,6.35,3
55041682,32,6/13/2019,3.12,4
55042234,51,7/01/2019,5.03,2
55042786,1,7/07/2019,1,2
55043339,45,6/21/2019,4.18,3
55043891,3,12/08/2018,0.28,3
55044443,2,7/01/2019,2,2
55044996,77,7/01/2019,7,3
55045548,0,,,5
55046100,1,2/15/2019,0.21,5
55046653,24,6/21/2019,2.44,4
55047205,2,7/01/2019,2,5
55047757,44,4/27/2019,4.04,2
55048309,26,5/27/2019,2.41,3
55048862,3,12/28/2018,0.45,3
55049414,3,9/23/2018,0.28,5
55049966,21,7/02/2019,3.07,4
55050519,11,6/20/2019,2.92,2
55051071,32,6/24/2019,2.96,4
55051623,21,6/02/2019,1.94,3
55052176,0,,,3
55052728,13,6/12/2019,1.25,4
55053280,25,7/02/2019,3.21,5
55053832,2,5/18/2019,0.97,2
55054385,1,8/20/2018,0.09,4
55054937,6,6/27/2019,2.02,4
55055489,4,3/25/2019,0.53,5
55056042,18,6/07/2019,1.67,4
55056594,15,7/01/2019,1.8,3
55057146,21,6/17/2019,1.94,2
55057699,9,10/20/2018,0.85,2
55058251,4,11/25/2018,0.39,5
55058803,14,5/26/2019,1.51,5
55059355,7,7/05/2019,0.9,4
55059908,6,6/15/2019,0.97,2
55060460,6,6/24/2019,0.92,4
55061012,18,6/21/2019,1.74,5
55061565,5,1/04/2019,0.52,4
55062117,31,7/03/2019,3.07,2
55062669,16,5/18/2019,1.46,4
55063222,23,7/01/2019,2.24,3
55063774,31,6/24/2019,3,4
55064326,20,6/06/2019,2,4
55064878,0,,,3
55065431,43,7/05/2019,4.13,2
55065983,2,12/10/2018,0.19,3
55066535,12,5/19/2019,1.14,5
55067088,17,12/15/2018,1.55,3
55067640,5,10/31/2018,0.53,2
55068192,24,7/05/2019,2.26,3
55068745,68,7/03/2019,6.26,3
55069297,14,6/30/2019,1.38,4
55069849,16,6/24/2019,1.63,5
55070401,3,5/30/2019,1.23,5
55070954,27,6/06/2019,2.7,2
55071506,11,4/18/2019,1.02,3
55072058,2,9/09/2018,0.19,4
55072611,30,6/04/2019,2.84,4
55073163,9,6/11/2019,0.87,5
55073715,2,8/25/2018,0.18,3
55074268,35,7/05/2019,3.9,4
55074820,2,6/01/2019,0.77,2
55075372,3,10/08/2018,0.29,3
55075924,4,6/15/2019,1.67,3
55076477,29,6/28/2019,3.19,5
55077029,6,4/21/2019,0.58,5
55077581,52,6/15/2019,4.92,5
55078134,11,12/16/2018,1.07,3
55078686,1,5/20/2019,0.59,4
55079238,31,7/02/2019,2.99,2
55079791,33,6/21/2019,3.24,4
55080343,44,7/06/2019,4.14,5
55080895,0,,,5
55081447,19,7/05/2019,4.96,4
55082000,0,,,5
55082552,0,,,3
55083104,23,6/10/2019,2.15,5
55083657,25,5/09/2019,2.31,5
55084209,1,8/29/2018,0.1,3
55084761,12,6/03/2019,1.14,3
55085314,60,6/22/2019,5.54,2
55085866,34,6/04/2019,3.59,3
55086418,28,6/10/2019,2.58,5
55086970,41,6/18/2019,3.8,5
55087523,32,6/17/2019,3.19,3
55088075,0,,,4
55088627,44,7/04/2019,4.07,5
55089180,41,7/01/2019,4.73,5
55089732,8,6/19/2019,1.06,5
55090284,2,12/23/2018,0.19,4
55090837,18,6/25/2019,1.67,5
55091389,8,4/22/2019,0.85,2
55091941,7,12/12/2018,0.74,5
55092493,3,11/06/2018,0.32,4
55093046,0,,,5
55093598,14,6/17/2019,1.33,3
55094150,91,6/30/2019,8.56,3
55094703,2,6/30/2019,0.21,5
55095255,59,6/21/2019,6.04,4
55095807,3,5/16/2019,0.36,2
55096360,12,6/14/2019,1.2,3
